Company,TypeName,Inches,Ram,Weight,Price,Touchscreen,IPS,PPI,SSD,HDD,Hybrid,Flash_Storage,CPU_Brand,CPU_Speed,GPU_Brand,OS_Category
Lenovo,Notebook,15.6,8,2.17,10.810106729991384,0,0,141.21199808219862,256,0,0,0,Intel Core i7,1.8,Intel,Windows
HP,Notebook,15.6,4,1.66,9.80138032016834,0,0,100.45466986113652,0,500,0,0,Intel Core i3,2.0,Intel,Windows
Lenovo,Notebook,15.6,8,2.2,10.08943646768645,0,0,100.45466986113652,128,0,0,0,Intel Core i3,2.0,Intel,Windows
Dell,Notebook,15.6,4,1.79,10.590436432646495,0,0,100.45466986113652,0,500,0,0,Intel Core i5,2.6,Intel,Linux
HP,Notebook,14.0,8,1.38,11.238510998954636,0,0,157.3505121487356,256,0,0,0,Intel Core i5,2.3,Intel,Windows
Acer,Notebook,15.6,8,2.82,10.896144648583237,0,0,141.21199808219862,256,0,0,0,Intel Core i7,2.8,Nvidia,Linux
Lenovo,Ultrabook,14.0,8,1.18,11.389960060217737,0,1,209.8006828649808,0,1000,0,0,Intel Core i7,2.5,Intel,Windows
Dell,Ultrabook,14.0,8,2.23,11.47710594616227,0,0,141.2,0,1000,0,0,Intel Core i7,2.5,Nvidia,Windows
HP,Notebook,17.3,32,2.69,11.147968226736456,0,0,127.33567457123112,256,0,0,0,Intel Core i7,1.8,Nvidia,Windows
Dell,Notebook,15.6,8,1.98,10.858837688210082,0,0,141.21199808219862,512,0,0,0,Intel Core i5,2.5,Intel,Windows
Asus,Gaming,15.6,8,2.43,10.801855757982585,0,1,141.21199808219862,256,1024,0,0,Intel Core i7,2.6,Nvidia,Windows
HP,Workstation,17.3,16,2.81,12.111704847929275,0,1,127.33567457123112,0,1024,0,0,Intel Core i7,2.6,AMD,Windows
HP,Notebook,15.6,8,1.99,10.684201983170825,0,0,100.45466986113652,0,1024,0,0,Intel Core i5,2.5,Nvidia,Windows
Acer,Notebook,15.6,4,2.45,9.716594797502037,0,0,100.45466986113652,0,500,0,0,Intel Core i3,2.0,Intel,Windows
Toshiba,Notebook,15.6,4,2.11,10.27703053185254,0,0,100.45466986113652,0,500,0,0,Intel Core i5,2.3,Intel,Windows
Lenovo,Ultrabook,14.0,8,1.47,11.151922086667952,0,1,157.3505121487356,256,0,0,0,Intel Core i7,1.8,AMD,Windows
Asus,2 in 1 Convertible,12.5,32,1.24,11.142713893737081,0,0,176.23257360658386,0,0,0,64,Other Intel Processor,1.2,Intel,Chrome
Dell,2 in 1 Convertible,13.3,8,1.43,10.614080236648553,1,1,165.6321180513006,0,1024,0,0,Intel Core i7,1.8,Intel,Windows
Dell,Notebook,15.6,8,2.34,10.21988766000216,0,0,141.21199808219862,0,1024,0,0,Intel Core i5,2.5,AMD,Windows
HP,Notebook,14.0,4,1.59,10.381454255181502,0,0,111.93520355955212,0,500,0,0,Intel Core i5,2.5,Intel,Windows
Acer,Notebook,15.6,4,2.22,9.88809542250832,0,0,100.45466986113652,128,0,0,0,Intel Core i3,2.0,Intel,Linux
Asus,Ultrabook,12.5,16,0.9,11.932996879269469,0,0,176.23257360658386,512,0,0,0,Intel Core i7,2.7,Intel,Windows
Dell,Ultrabook,14.0,8,2.45,11.515025057581333,0,0,141.2,256,0,0,0,Intel Core i7,2.5,Intel,Linux
Dell,Notebook,14.0,8,1.41,11.260067510708646,0,0,157.3505121487356,256,0,0,0,Intel Core i5,2.6,Intel,Windows
Dell,Notebook,15.6,8,2.33,10.784074755521742,0,0,141.21199808219862,128,2048,0,0,Intel Core i7,1.8,AMD,Windows
HP,Workstation,15.6,16,2.53,11.846417092859797,0,0,141.21199808219862,256,0,0,0,Intel Core i7,2.8,Nvidia,Windows
HP,Workstation,17.3,8,3.1,12.008133156937514,0,1,127.33567457123112,0,1024,0,0,Intel Core i7,2.6,AMD,Windows
Asus,2 in 1 Convertible,11.6,12,1.67,9.87329082896821,1,0,135.0942111925629,0,0,0,32,Other Intel Processor,1.1,Intel,Windows
Lenovo,2 in 1 Convertible,15.6,8,2.3,11.523024793528739,1,1,282.42399616439724,512,0,0,0,Intel Core i7,2.8,Nvidia,Windows
Dell,2 in 1 Convertible,15.6,8,2.79,10.703327594315143,1,0,141.21199808219862,256,0,0,0,Intel Core i5,1.6,Intel,Windows
LG,Ultrabook,14.0,8,1.28,11.660448164909266,1,1,157.3505121487356,512,0,0,0,Intel Core i7,2.7,Intel,Windows
Acer,Notebook,15.6,4,2.12,9.797705015757156,0,0,100.45466986113652,0,500,0,0,Intel Core i5,2.5,Intel,Linux
Dell,Ultrabook,15.6,4,1.46,10.483796611580193,0,0,141.2,256,0,0,0,Intel Core i5,2.5,AMD,Linux
Dell,Notebook,15.6,4,2.24,10.5675510938968,0,0,100.45466986113652,256,0,0,0,Intel Core i5,2.3,AMD,Windows
Lenovo,Notebook,15.6,16,2.28,11.069633648290939,0,0,141.21199808219862,256,0,0,0,Intel Core i7,1.8,Intel,Windows
HP,Netbook,12.5,8,1.43,11.725526485987633,0,0,176.23257360658386,512,0,0,0,Other Intel Processor,1.2,Intel,Windows
Apple,Ultrabook,15.4,16,1.66,11.998900554584182,0,1,220.53462386625827,256,0,0,0,Intel Core i7,2.7,AMD,Mac
Toshiba,Notebook,13.3,8,0.93,11.322345905942742,0,0,165.6321180513006,256,0,0,0,Intel Core i5,2.3,Intel,Windows
Toshiba,Notebook,15.6,4,2.02,10.053336689680084,0,0,100.45466986113652,128,0,0,0,Intel Core i3,2.1,Intel,Windows
Dell,Notebook,14.0,8,1.54,10.914942769545407,0,0,157.3505121487356,0,1000,0,0,Intel Core i5,2.8,Nvidia,Linux
Hewlett,Ultrabook,14.0,32,1.77,11.715431056178575,0,0,141.2,256,0,0,0,Intel Core i7,2.5,Intel,Windows
Lenovo,Workstation,15.6,8,2.82,11.727731895759083,0,0,141.21199808219862,512,0,0,0,Intel Core i7,2.8,Nvidia,Windows
Dell,Ultrabook,12.5,8,1.24,11.333491202066602,0,0,141.2,256,0,0,0,Intel Core i5,2.5,Intel,Windows
Lenovo,2 in 1 Convertible,14.0,16,1.47,12.234268719774885,1,0,209.8006828649808,1024,0,0,0,Intel Core i7,2.7,Intel,Windows
HP,2 in 1 Convertible,13.3,8,1.21,11.56229337292459,1,0,220.84282406840083,256,0,0,0,Intel Core i7,2.6,Intel,Windows
Razer,Gaming,17.3,32,3.34,12.67607627477591,1,0,254.67134914246225,512,0,0,0,Intel Core i7,2.9,Nvidia,Windows
Lenovo,Notebook,15.6,4,2.61,11.72056687015958,0,0,282.42399616439724,256,0,0,0,Intel Core i7,2.7,Nvidia,Windows
Hewlett,Ultrabook,14.0,8,2.24,11.68259508079458,0,0,141.2,256,0,0,0,Intel Core i7,2.5,Intel,Windows
Acer,Notebook,15.6,4,1.93,9.615805480084349,0,0,100.45466986113652,0,1024,0,0,Other Intel Processor,1.1,Intel,Linux
Lenovo,Ultrabook,15.6,8,1.36,11.845371757583333,0,1,141.2,1024,0,0,0,Intel Core i7,2.5,Nvidia,Windows
Acer,Notebook,15.6,8,2.45,10.379587712304575,0,0,100.45466986113652,1024,0,0,0,AMD Processor,2.5,AMD,Windows
Lenovo,2 in 1 Convertible,13.9,8,1.45,11.008343735817864,1,1,158.48253022174808,256,0,0,0,Intel Core i7,2.7,Intel,Windows
MSI,Gaming,17.3,8,2.69,11.009056436208384,0,0,127.33567457123112,128,1024,0,0,Intel Core i7,2.8,Nvidia,Windows
Dell,Ultrabook,13.3,8,1.25,11.014369078637479,1,0,276.053530085501,256,0,0,0,Intel Core i5,2.4,Intel,Linux
Google,Ultrabook,12.3,8,1.16,11.086600488913467,1,0,234.50740003017813,128,0,0,0,Intel Core i5,1.2,Intel,Chrome
Apple,Ultrabook,15.4,16,2.15,12.024641456077315,0,1,220.53462386625827,1024,0,0,0,Intel Core i7,2.8,AMD,Mac
Asus,Notebook,14.0,4,1.26,10.115727268489303,0,0,111.93520355955212,128,0,0,0,Intel Core i3,2.4,Intel,Windows
Asus,Notebook,15.6,32,1.86,10.048092695074498,0,0,100.45466986113652,128,0,0,0,AMD Processor,1.8,AMD,Windows
Lenovo,2 in 1 Convertible,15.6,16,1.77,11.822642921277863,1,1,282.42399616439724,512,0,0,0,Intel Core i7,2.8,Nvidia,Windows
Lenovo,Ultrabook,14.0,64,1.55,11.231660663922288,0,1,157.3505121487356,256,0,0,0,Intel Core i7,1.8,AMD,Windows
Acer,Ultrabook,14.0,8,1.84,10.83500648599926,0,1,157.3505121487356,256,0,0,0,Intel Core i5,2.5,Intel,Windows
HP,Notebook,15.6,16,1.98,10.839753524700857,0,0,141.21199808219862,512,0,0,0,Intel Core i7,2.7,AMD,Windows
Dell,Notebook,14.0,12,1.66,10.913722499854282,0,0,157.3505121487356,256,0,0,0,Intel Core i5,2.8,Nvidia,Linux
HP,Notebook,15.6,32,1.95,10.438409134851867,0,0,141.21199808219862,0,1024,0,0,Intel Core i3,2.0,AMD,Windows
Dell,Workstation,15.6,8,2.11,11.493934247962402,0,0,141.21199808219862,0,500,0,0,Intel Core i7,2.8,Nvidia,Windows
HP,Ultrabook,14.0,8,1.24,11.544156950199522,0,0,157.3505121487356,256,0,0,0,Intel Core i7,2.7,Intel,Windows
Lenovo,2 in 1 Convertible,13.9,8,1.46,11.319972695370032,1,1,158.48253022174808,256,0,0,0,Intel Core i5,1.6,Intel,Windows
Dell,Notebook,15.6,8,2.32,10.595543023149608,0,0,141.21199808219862,128,0,0,0,Intel Core i5,2.5,Intel,Windows
Lenovo,Notebook,15.6,8,2.02,11.051687814777534,0,1,141.21199808219862,128,0,0,0,Intel Core i5,1.6,AMD,Windows
Dell,Notebook,14.0,4,1.41,10.5707275782456,0,0,111.93520355955212,0,500,0,0,Intel Core i5,2.5,Intel,Windows
Lenovo,Gaming,15.6,16,3.2,11.62892397389101,0,1,141.21199808219862,512,1024,0,0,Intel Core i7,2.8,Nvidia,Windows
Lenovo,2 in 1 Convertible,13.3,4,1.3,11.471355719289873,1,1,165.6321180513006,512,0,0,0,Intel Core i5,2.5,Intel,Windows
Asus,Notebook,15.6,64,2.18,10.656253921684922,0,0,141.21199808219862,1024,0,0,0,Intel Core i3,2.4,Nvidia,Windows
Lenovo,Ultrabook,14.0,64,1.75,11.33118303563586,0,1,157.3505121487356,256,0,0,0,Intel Core i7,1.8,AMD,Windows
Lenovo,Gaming,15.6,8,3.48,11.046464065083672,0,1,141.21199808219862,128,1024,0,0,Intel Core i7,2.6,Nvidia,Windows
Lenovo,Notebook,15.6,16,2.56,11.965696873854501,0,0,282.42399616439724,512,0,0,0,Intel Core i7,2.7,Nvidia,Windows
Dell,Ultrabook,15.6,8,1.99,11.229318669308526,0,0,141.21199808219862,256,0,0,0,Intel Core i7,1.9,Intel,Windows
HP,Notebook,17.3,8,2.68,11.164076799168395,0,0,127.33567457123112,0,1024,0,0,Intel Core i7,2.7,Nvidia,Windows
Asus,2 in 1 Convertible,12.5,8,1.15,11.069520671255873,0,0,176.23257360658386,0,0,0,64,Other Intel Processor,1.2,Intel,Chrome
Dell,2 in 1 Convertible,15.0,4,1.93,9.853517507356534,1,0,146.86047800548656,0,500,0,0,Intel Core i3,2.4,Intel,Windows
Acer,Ultrabook,17.3,8,2.7,11.47367526598866,0,1,141.2,128,0,0,0,Intel Core i5,2.5,Nvidia,Windows
Dell,Notebook,15.6,16,2.23,10.482778155639084,0,0,141.21199808219862,0,1024,0,0,Intel Core i5,2.5,AMD,Windows
Dell,Notebook,15.6,4,2.29,9.885267727396107,0,0,100.45466986113652,0,1000,0,0,Other Intel Processor,1.6,Intel,Linux
Acer,Notebook,15.6,4,1.87,9.625552212188136,0,0,100.45466986113652,0,1024,0,0,Other Intel Processor,1.1,Intel,Windows
HP,2 in 1 Convertible,13.3,8,1.44,11.539848831256009,1,0,220.84282406840083,256,0,0,0,Intel Core i7,2.6,Intel,Windows
MSI,Gaming,17.3,8,2.95,11.248854649786516,0,0,127.33567457123112,128,1024,0,0,Intel Core i7,2.8,Nvidia,Windows
Dell,Notebook,15.6,4,2.49,10.370911077260711,0,0,141.21199808219862,128,0,0,0,Intel Core i5,2.5,AMD,Windows
Toshiba,Notebook,13.3,16,1.14,11.563399689724012,0,0,165.6321180513006,256,0,0,0,Intel Core i5,2.4,Intel,Windows
Dell,Notebook,13.3,8,1.8,10.67137436151812,0,0,117.82653006268644,1024,0,0,0,Intel Core i3,2.0,Intel,Windows
Asus,Ultrabook,14.0,4,1.42,10.677566150722466,0,0,157.3505121487356,256,0,0,0,Intel Core i7,1.8,Intel,Windows
Asus,Notebook,17.3,4,2.82,10.077522198888593,0,0,90.58340172449304,0,1024,0,0,Other Intel Processor,1.1,Nvidia,Windows
HP,Notebook,17.3,8,2.82,10.41099428793733,0,0,106.11306214269258,0,1000,0,0,Intel Core i3,2.0,Intel,Windows
Dell,Notebook,15.6,32,2.26,10.868300755946992,0,0,141.21199808219862,256,0,0,0,Intel Core i5,1.6,AMD,Windows
Dell,Notebook,15.6,4,2.48,9.933033648124747,0,0,100.45466986113652,0,1024,0,0,Intel Core i3,2.0,AMD,Linux
Apple,Notebook,13.0,8,1.39,11.655792237340787,0,0,141.2,128,0,0,0,Intel Core i5,2.3,Intel,Mac
Acer,Ultrabook,14.0,12,1.84,10.753770040391142,0,1,157.3505121487356,256,0,0,0,Intel Core i5,2.5,Intel,Windows
Lenovo,Notebook,15.6,4,1.99,10.17559733616979,0,0,141.21199808219862,512,0,0,0,Intel Core i3,2.0,Nvidia,Windows
Dell,Notebook,15.6,32,1.9,11.04827076021279,0,0,141.21199808219862,256,0,0,0,Intel Core i7,1.8,AMD,Windows
Dell,Gaming,17.3,16,4.5,12.097264696053145,0,1,127.33567457123112,1024,0,0,0,Intel Core i7,2.8,Nvidia,Windows
Vero,Notebook,13.3,4,1.5,9.615805480084349,0,0,165.6321180513006,0,0,0,32,Other Intel Processor,1.44,Intel,Windows
HP,Notebook,15.6,4,1.77,9.615805480084349,0,0,100.45466986113652,128,0,0,0,Other Intel Processor,1.6,Intel,Other
Microsoft,Ultrabook,13.5,8,1.42,11.244227840020152,1,0,200.84255993695703,256,0,0,0,Intel Core i5,2.5,Intel,Windows
Acer,Notebook,15.6,4,1.84,9.943457429257478,0,0,100.45466986113652,1024,0,0,0,AMD Processor,3.0,AMD,Windows
Lenovo,Notebook,15.6,6,2.11,10.325009369199162,0,0,141.21199808219862,256,0,0,0,Intel Core i5,2.5,Intel,Windows
HP,Notebook,15.6,8,1.85,10.580781954556832,0,0,141.21199808219862,128,0,0,0,Intel Core i5,2.5,Intel,Windows
Microsoft,Ultrabook,13.5,4,1.32,11.327319673710422,1,0,200.84255993695703,256,0,0,0,Intel Core i7,2.5,Intel,Windows
Asus,Notebook,15.6,4,2.66,9.615805480084349,0,0,100.45466986113652,0,1024,0,0,Other Intel Processor,1.6,Intel,Windows
Lenovo,2 in 1 Convertible,13.3,8,1.47,11.273345558768158,1,1,165.6321180513006,256,0,0,0,Intel Core i5,2.5,Intel,Windows
Lenovo,Notebook,15.6,64,2.22,10.240651352486337,0,0,141.21199808219862,0,1000,0,0,Intel Core i3,2.0,Intel,Other
Asus,Notebook,15.6,4,1.74,10.09739004553383,0,0,100.45466986113652,256,0,0,0,Intel Core i5,2.5,Intel,Windows
Acer,Ultrabook,15.6,4,2.74,10.298779167866776,0,0,141.2,256,0,0,0,Intel Core i5,2.5,Intel,Linux
Dell,Notebook,15.6,8,2.35,10.590102164886199,0,0,100.45466986113652,256,0,0,0,Intel Core i7,2.7,AMD,Windows
Dell,Gaming,15.6,8,2.85,10.616898618738986,0,0,141.21199808219862,128,0,0,0,Intel Core i5,2.5,Nvidia,Windows
MSI,Gaming,15.6,8,2.44,11.046201841935241,0,0,141.21199808219862,128,1024,0,0,Intel Core i7,2.6,Nvidia,Windows
Acer,Notebook,15.6,8,2.17,10.595947817384584,0,0,141.21199808219862,128,0,0,0,Intel Core i7,2.7,Nvidia,Windows
Lenovo,Notebook,15.6,8,1.85,9.615805480084349,0,0,100.45466986113652,128,0,0,0,Other Intel Processor,1.1,Intel,Other
HP,Workstation,17.3,12,2.93,12.34426495759346,0,1,127.33567457123112,256,0,0,0,Intel Core i7,2.6,Nvidia,Windows
Lenovo,Gaming,15.6,8,2.55,11.013836494490095,0,1,141.21199808219862,128,1024,0,0,Intel Core i7,2.8,Nvidia,Windows
Asus,Notebook,15.6,4,1.98,9.998933402302617,0,0,100.45466986113652,0,1024,0,0,Other Intel Processor,1.1,Intel,Windows
Asus,Gaming,17.3,16,4.15,11.074974875374966,0,1,127.33567457123112,256,0,0,0,Intel Core i7,2.6,Nvidia,Other
Asus,Gaming,17.3,8,2.95,11.34704856730294,0,1,127.33567457123112,256,1024,0,0,Intel Core i7,2.8,Nvidia,Windows
Dell,Ultrabook,13.3,16,1.59,12.074049556315307,1,0,276.053530085501,1024,0,0,0,Intel Core i7,2.7,Intel,Windows
Dell,Workstation,15.6,8,2.27,11.550539907106671,0,0,141.21199808219862,0,1024,0,0,Intel Core i7,2.8,Nvidia,Windows
HP,Workstation,15.6,8,1.93,11.597663213777379,0,1,141.21199808219862,8,0,0,0,Intel Core i7,2.7,Nvidia,Windows
Dell,Notebook,14.0,8,1.56,11.095688411034152,0,0,157.3505121487356,128,0,0,0,Intel Core i5,2.8,Nvidia,Windows
Asus,Gaming,17.3,8,4.5,11.920560756539238,0,1,127.33567457123112,1024,0,0,0,Intel Core i7,2.6,Nvidia,Windows
Asus,Notebook,15.6,4,2.08,9.669203428894068,0,0,141.21199808219862,256,0,0,0,Intel Core i3,2.0,Intel,Linux
HP,Notebook,15.6,12,1.84,10.70620865991249,0,0,141.21199808219862,256,0,0,0,Intel Core i5,2.5,Intel,Windows
Asus,Gaming,17.3,16,2.86,11.394066755861246,0,0,127.33567457123112,256,1024,0,0,Intel Core i7,2.8,Nvidia,Windows
Dell,Notebook,14.0,8,1.75,11.038450092759643,0,0,157.3505121487356,512,0,0,0,Intel Core i5,2.8,Nvidia,Linux
HP,Notebook,15.6,4,1.79,10.166657898670742,0,0,141.21199808219862,0,500,0,0,Intel Core i3,2.4,Intel,Windows
Dell,Notebook,14.0,8,1.48,11.104202082599485,0,0,157.3505121487356,256,0,0,0,Intel Core i5,2.4,Intel,Windows
MSI,Gaming,17.3,16,2.23,11.697480073204273,0,1,127.33567457123112,256,1024,0,0,Intel Core i7,2.6,Nvidia,Windows
Razer,Gaming,14.0,32,1.85,11.993893667497321,0,0,157.3505121487356,512,0,0,0,Intel Core i7,2.8,Nvidia,Windows
Dell,Notebook,15.6,8,2.32,10.375863460993454,1,0,100.45466986113652,0,2048,0,0,Intel Core i5,2.5,Intel,Windows
HP,Notebook,15.6,8,1.64,10.710819880363708,0,0,100.45466986113652,0,500,0,0,Intel Core i5,2.3,Intel,Windows
MSI,Gaming,17.3,16,2.33,11.677398520967824,0,0,127.33567457123112,256,1024,0,0,Intel Core i7,2.8,Nvidia,Windows
Lenovo,Ultrabook,15.6,12,2.89,11.36761486628316,0,0,141.2,128,1024,0,0,Intel Core i7,2.5,Intel,Windows
HP,Notebook,15.6,8,1.81,10.323885366165118,0,0,141.21199808219862,1024,0,0,0,Intel Core i5,2.5,Intel,Other
Dell,Ultrabook,13.3,8,1.31,11.424173240165713,1,0,276.053530085501,512,0,0,0,Intel Core i7,1.8,Intel,Windows
Lenovo,Notebook,15.6,8,1.84,11.329759082219729,0,1,141.21199808219862,0,500,0,0,Intel Core i7,2.7,Intel,Windows
Lenovo,Notebook,14.0,4,1.54,10.445282402787162,0,0,157.3505121487356,512,0,0,0,Intel Core i5,2.5,Intel,Windows
HP,Notebook,15.6,8,1.92,10.305654004939223,0,0,100.45466986113652,0,1024,0,0,Intel Core i7,2.7,Intel,Windows
HP,Notebook,13.3,4,1.4,10.163762817728564,0,1,165.6321180513006,256,0,0,0,Intel Core i5,2.5,Intel,Windows
Lenovo,Notebook,15.6,32,2.63,12.67607627477591,0,1,282.42399616439724,128,0,0,0,Other Intel Processor,3.1,Nvidia,Windows
Lenovo,Notebook,14.0,4,2.09,10.384997793769745,0,0,157.3505121487356,256,0,0,0,Intel Core i5,2.5,Intel,Windows
Lenovo,Notebook,15.6,4,1.98,10.300396181267669,0,0,141.21199808219862,128,0,0,0,Intel Core i3,2.7,Intel,Windows
Dell,Notebook,15.6,4,2.13,9.89809101822552,0,0,100.45466986113652,0,500,0,0,Other Intel Processor,1.6,Intel,Windows
Acer,Gaming,15.6,8,2.28,10.720924163096004,0,0,141.21199808219862,0,1024,0,0,Intel Core i5,2.5,Nvidia,Linux
HP,Notebook,15.6,4,2.08,10.371396433604898,0,0,141.21199808219862,512,0,0,0,Intel Core i7,2.7,AMD,Windows
Asus,2 in 1 Convertible,11.6,12,1.38,9.646311914135415,1,0,135.0942111925629,1024,0,0,32,Other Intel Processor,1.1,Intel,Windows
HP,Notebook,17.3,64,2.61,10.333468836572628,0,0,106.11306214269258,0,1024,0,0,Intel Core i3,2.0,Intel,Windows
Acer,Notebook,14.0,8,2.29,9.959102219923714,0,0,111.93520355955212,0,1024,0,0,Intel Core i3,2.0,Intel,Windows
HP,Netbook,12.5,32,0.99,11.456517053263802,0,0,176.23257360658386,512,0,0,0,Intel Core i7,2.7,Intel,Windows
Asus,Ultrabook,17.3,8,2.76,11.483791700174706,0,0,141.2,128,0,0,0,Intel Core i7,2.5,Nvidia,Windows
Apple,Ultrabook,13.3,8,1.55,11.136232952366107,0,1,226.98300468106115,128,0,0,0,Intel Core i5,2.3,Intel,Mac
Dell,Gaming,15.6,16,2.45,11.62212466845339,0,1,282.42399616439724,256,0,0,0,Intel Core i7,2.8,Nvidia,Windows
HP,Ultrabook,14.0,8,1.71,11.649723112522834,0,0,157.3505121487356,512,0,0,0,Intel Core i7,2.5,Intel,Windows
Asus,Notebook,15.6,32,2.69,10.582554448407127,0,0,141.2,256,0,0,0,Intel Core i5,1.1,Intel,Windows
Dell,2 in 1 Convertible,15.6,8,2.48,10.887087894606799,1,1,141.21199808219862,256,0,0,0,Intel Core i5,2.7,Intel,Windows
Lenovo,Notebook,15.6,32,1.74,11.905900907082314,0,1,141.21199808219862,512,0,0,0,Intel Core i5,2.5,Intel,Windows
LG,Ultrabook,15.6,16,0.89,11.940994922692285,1,1,141.21199808219862,512,0,0,0,Intel Core i7,2.7,Intel,Windows
Dell,Notebook,15.6,8,2.08,10.83263150582265,0,0,141.21199808219862,256,0,0,0,Intel Core i7,2.7,Nvidia,Linux
Asus,Gaming,17.3,12,3.29,11.14996251609547,0,0,127.33567457123112,256,1024,0,0,AMD Processor,3.0,AMD,Windows
HP,Notebook,17.3,6,2.82,10.418856182302491,0,1,127.33567457123112,0,2048,0,0,AMD Processor,2.5,AMD,Windows
Lenovo,Notebook,14.0,4,1.88,10.257733775592694,0,1,157.3505121487356,128,0,0,0,Intel Core i3,2.7,Intel,Windows
HP,Notebook,14.0,32,1.38,11.062230948981194,0,0,157.3505121487356,1024,0,0,0,Intel Core i5,2.3,Intel,Windows
HP,Notebook,15.6,32,2.12,10.693754734338,0,0,141.21199808219862,0,1024,0,0,Intel Core i5,1.6,Intel,Windows
Dell,Notebook,15.6,8,2.21,11.81456343160486,1,0,282.42399616439724,512,0,0,0,Intel Core i7,2.8,Nvidia,Windows
Lenovo,Notebook,15.6,12,2.33,10.94063540768656,0,0,141.21199808219862,512,0,0,0,AMD Processor,3.6,AMD,Windows
Lenovo,Notebook,15.6,12,2.11,10.40022319319228,0,0,141.21199808219862,1024,0,0,0,AMD Processor,3.6,AMD,Windows
Asus,Gaming,17.3,32,3.76,12.186546391430564,0,1,127.33567457123112,512,0,0,0,Intel Core i7,2.7,Nvidia,Windows
Lenovo,2 in 1 Convertible,14.0,16,1.55,12.106312125706252,1,0,209.8006828649808,1024,0,0,0,Intel Core i7,2.7,Intel,Windows
Acer,Gaming,17.3,16,3.97,12.003125484142675,0,1,127.33567457123112,256,1024,0,0,Intel Core i7,2.8,Nvidia,Windows
HP,Ultrabook,15.6,8,1.71,10.506879751041204,0,0,141.21199808219862,256,0,0,0,Intel Core i7,2.7,Intel,Windows
Lenovo,Gaming,15.6,32,2.69,11.176662172813941,0,1,141.21199808219862,0,500,0,0,AMD Processor,2.1,AMD,Windows
MSI,Gaming,17.3,16,3.02,11.275738414893526,0,0,127.33567457123112,128,1024,0,0,Intel Core i7,2.8,Nvidia,Windows
HP,Notebook,15.6,4,1.77,9.72795456093268,0,0,100.45466986113652,256,0,0,0,AMD Processor,2.5,AMD,Windows
Lenovo,2 in 1 Convertible,13.9,4,1.52,11.448539531612864,1,1,316.96506044349616,512,0,0,0,Intel Core i7,1.8,Intel,Windows
HP,Notebook,15.6,16,1.98,11.667160368100198,0,0,141.21199808219862,256,500,0,0,Intel Core i5,2.4,Intel,Windows
Acer,Ultrabook,17.3,8,2.25,11.462277230253308,0,1,141.2,128,0,0,0,Intel Core i7,2.5,Nvidia,Linux
Dell,Notebook,15.6,8,2.03,11.121225401510255,0,0,141.21199808219862,256,0,0,0,Intel Core i7,2.8,Nvidia,Windows
HP,Ultrabook,12.5,4,1.4,11.292652674462225,0,0,125.36742798669836,256,0,0,0,Intel Core i5,2.5,Intel,Windows
Dell,Notebook,15.6,16,2.09,10.627348674042647,0,0,141.21199808219862,128,1024,0,0,Intel Core i5,1.6,AMD,Windows
Dell,Gaming,17.3,32,4.41,12.317990695841733,0,1,127.33567457123112,512,1024,0,0,Intel Core i7,2.8,Nvidia,Windows
Lenovo,Notebook,15.6,8,2.44,11.722232575951445,0,0,141.21199808219862,512,0,0,0,Intel Core i7,2.9,Nvidia,Windows
Asus,Gaming,17.3,12,2.74,11.484533639834158,0,1,127.33567457123112,128,1024,0,0,Intel Core i5,2.5,Nvidia,Windows
Lenovo,2 in 1 Convertible,14.0,4,1.67,10.359487773319053,1,1,157.3505121487356,512,0,0,0,Intel Core i3,2.4,Intel,Windows
Acer,Notebook,15.6,8,2.35,10.561425932832197,0,0,100.45466986113652,256,0,0,0,AMD Processor,2.7,AMD,Windows
Asus,Gaming,15.6,16,1.94,11.684231883486682,0,0,141.21199808219862,128,1024,0,0,Intel Core i7,2.8,Nvidia,Windows
Lenovo,Notebook,14.0,8,1.72,11.347368161344328,0,1,157.3505121487356,128,0,0,0,Intel Core i7,2.7,Intel,Windows
Asus,Gaming,15.6,8,2.17,10.99742548239958,0,0,141.21199808219862,1024,0,0,0,Intel Core i7,2.6,Nvidia,Windows
Lenovo,Notebook,15.6,8,2.1,10.135684958110833,0,0,100.45466986113652,128,0,0,0,Intel Core i5,2.3,Intel,Windows
Dell,Ultrabook,12.5,8,1.9,11.331071077506172,0,0,176.23257360658386,0,500,0,0,Intel Core i7,2.8,Intel,Windows
Lenovo,Notebook,15.6,4,1.95,10.043341628014801,0,0,141.21199808219862,0,1024,0,0,Intel Core i5,2.5,Intel,Windows
Dell,Ultrabook,13.3,8,1.38,10.765395151142128,0,1,165.6321180513006,256,0,0,0,Intel Core i5,1.6,AMD,Windows
MSI,Gaming,14.0,16,1.62,11.81299715619858,0,1,157.3505121487356,256,1024,0,0,Intel Core i7,2.8,Nvidia,Windows
Apple,Ultrabook,12.0,8,0.92,11.135141859114563,0,1,226.4155471693585,1024,0,0,0,Other Intel Processor,1.2,Intel,Mac
HP,Notebook,15.6,8,2.15,10.963844077557122,0,1,141.21199808219862,128,1024,0,0,Intel Core i5,2.5,Nvidia,Windows
HP,2 in 1 Convertible,13.3,32,1.42,11.457777762620855,1,0,276.053530085501,256,0,0,0,Intel Core i7,2.7,Intel,Windows
MSI,Gaming,15.6,16,2.05,11.714890622915803,0,1,141.21199808219862,128,0,0,0,Intel Core i7,2.8,Nvidia,Windows
